username,text,genres
47metersdown,Sharks aren’t the only ones who bite. 🦈 47 Meters Down: Uncaged hits theaters August 16th. #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,,"['Adventure', 'Drama', 'Horror']"
47metersdown,Get ready for the dive of a lifetime.  47 Meters Down Uncaged hits theaters on August 16.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Get your squad together and stay close. 🧜🏽‍♀️🦈🧜🏽‍♀️🦈🧜🏽‍♀️🦈🧜🏽‍♀️ 47 Meters Down: Uncaged hits theaters August 16th.,"['Adventure', 'Drama', 'Horror']"
47metersdown,It’s about to be a savage summer.  47 Meters Down Uncaged devours theaters nationwide August 16th. #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,The sharks are circling. Tickets for 47 Meters Down: Uncaged are NOW available!  Check the link in bio.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Hungry for a bite? Feed your appetite August 16th. Tickets for 47 Meters Down: Uncaged now available.  Check the link in bio.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Bringing that big 🐟 energy this summer. 47 Meters Down Uncaged hits theaters on August 16. #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,You'll wish you had a cage. 47 Meters Down: Uncaged hits theaters August 16th. #SharkBait 🦈 Get tickets now: http://bit.ly/47MetersTix,"['Adventure', 'Drama', 'Horror']"
47metersdown,Catch of the day? You. 😱 47 Meters Down Uncaged hits theaters August 16th. Tickets available via link in bio.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,"Chomp.🦈 Bite.🦈Devour. 🦈 
47 Meters Down: Uncaged hits theaters August 16th. Tickets on sale now -- link in bio.  #SharkBait","['Adventure', 'Drama', 'Horror']"
47metersdown,Are you ready for the summer of the shark? ☀️🦈☀️ 47 Meters Down Uncaged comes out in ONE WEEK!  Click the link in bio for tickets.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Terror lurks deep beneath the surface.  47 Meters Down Uncaged swims into theaters on August 16.  Are you ready for it?  Get tickets now via link in bio.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Grab your squad and keep them close!  Get your tickets to 47 Meters Down Uncaged TODAY: http://bit.ly/47MetersTix  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,"It's almost feeding time. Don't miss 47 Meters Down Uncaged, featuring @corinnefoxx and @sistinestallone in theaters August 16.  Get your tickets: http://bit.ly/47MetersTix  #sharkbait","['Adventure', 'Drama', 'Horror']"
47metersdown,The excitement is building! 🔥 Posted @withrepost • @jenniferflavinstallone Sistine will be making her film debut this weekend!! Super fun and thrilling film!⭐️⭐️⭐️ @47metersdown,"['Adventure', 'Drama', 'Horror']"
47metersdown,"Oh SNAP!  @corinnefoxx, @sophie__nelisse , and @sistinestallone had some fun with this exlusive lens.  Use the #snapcode to get yours today!  #Sharkbait","['Adventure', 'Drama', 'Horror']"
47metersdown,The sharks & stars are coming out tonight! 47 Meters Down: Uncaged premieres TONIGHT! We'll be updating our Instagram Stories & Twitter LIVE from the red carpet starting at 5:30 PM PST!,"['Adventure', 'Drama', 'Horror']"
47metersdown,Things aren't always at they seem. 47 Meters Down: Uncaged splashes into theaters FRIDAY. Buy tickets now! <<Link in bio>>,"['Adventure', 'Drama', 'Horror']"
47metersdown,The sharks are circling. 🦈🦈🦈 47 Meters Down: Uncaged is in theaters nationwide! Get ticket now via link in bio.,"['Adventure', 'Drama', 'Horror']"
47metersdown,Don’t blink. Don’t move. Don’t breathe. 47 Meters Down: Uncaged IS IN THEATERS - buy tickets NOW!,"['Adventure', 'Drama', 'Horror']"
47metersdown,You won't believe your eyes... but you should. 47 Meters Down: Uncaged is in theaters NOW!  Get your tickets today! <<link in bio>>,"['Adventure', 'Drama', 'Horror']"
47metersdown,Posted @withrepost • @ddlovato Who’s planning on seeing @47metersdown?? Low key terrified... but I can’t wait! 🦈😝🦈 Congrats girls @corinnefoxx @sistinestallone 💕,"['Adventure', 'Drama', 'Horror']"
47metersdown,That glass isn't as thick as you think... 47 Meters Down: Uncaged is now in theaters nationwide! Get your tickets now <<link in bio>> #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Summer's last big bite is now playing in theaters nationwide! Get your tickets to 47 Meters Down: Uncaged NOW! <<link in bio>> #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Stay on the boat. Stay alive. @47MDown is playing in theaters nationwide!  Get your tickets <<link in bio>> #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,You won't believe your eyes. 47 Meters Down: Uncaged is now in theaters!  Get your tickets from link in bio.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,Hungry? 47 Meters Down: Uncaged is now in theaters nationwide! Get your tickets now via link in bio.  #SharkBait,"['Adventure', 'Drama', 'Horror']"
47metersdown,First they find you. Then they feed. 47 Meters Down: Uncaged now in theaters! Get tickets now <<link in bio>>,"['Adventure', 'Drama', 'Horror']"
47metersdown,Uncaged and out for blood. .47 Meters Down: Uncaged now in theaters! Check the link in bio for tickets!,"['Adventure', 'Drama', 'Horror']"
47metersdown,Are you ready for seconds? 47 Meters Down: Uncaged is in theaters NOW. Check the link in bio for tickets!  #SharkBait,"['Adventure', 'Drama', 'Horror']"
adogsjourneymovie,Every dog happens for a reason. Celebrate #NationalDogDay and check out the poster for #ADogsPurpose.,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"The ones we rescue, rescue us. Watch the trailer for #ADogsPurpose, in theaters this January. #NationalDogDay","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""What is the meaning of life? Are we here for a reason? Is there a point to any of this?"" #ADogsPurpose #pets #animals #dogsofinstagram #petstagram #goldenretriever #goldiesofinstagram","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""A lot of lives for one dog to live..."" #ADogsPurpose - in theaters this January. #NationalDogWeek","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,#Reposting @kjapa -- #ADogsPurpose @adogspurposemovie #2017 😍,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""I tried to make sense out of all the things I'd seen. I tried to make sense of this journey of mine..."" #ADogsPurpose - in theaters this January. #dogsofinstagram #dogstagram #pets #animals #dogs #adorable","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Sharing is caring - give your dog some proper playtime on this #WorldAnimalDay 🐾 #ADogsPurpose #dogsofinstagram #dogstagram #animals,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Whenever life got Ethan down, I knew exactly what to do."" How does your dog cheer you up? #ADogsPurpose","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Happy Friday! May your weekend be filled with wags, whiskers and cold, wet noses! #ADogsPurpose #dogsofinstagram #puppies #animals #cute #dogs","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,It’s Friday…why not?🍦 #ADogsPurpose #dogsofinstagram #animals #icecream #corgi #dogs #puppies #movie,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Join @hellohoku & @dogsofinstagram and recreate the #ADogsPurpose movie poster using your dog & share using #MyDogsPurpose. Your pup could even be featured in our campaign! Head to mydogspurpose.com.,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"#Repost @cutepetclub
・・・
We're SO excited for @adogspurposemovie! You can now join @SierraDallas & @HuskyJaxx in the fun! Recreate the #ADogsPurpose movie poster using your dog & share using #MyDogsPurpose. Your photo could even be featured in the campaign! Follow the link in our bio for more info! #sponsored
…
ENTER: mydogspurpose.com","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"#Repost @professorramen
・・・
If I ever had two movies based on me...these would be the posters 😝Check out www.mydogspurpose.com to create your own movie poster! Not sure if you noticed that my purpose is to get relaxed with my humans 🤓 #mydogspurpose #adogspurpose #ifiwereamoviestar #dogoftheday #dogsofinstagram #dogsaremytherapy #topdogphoto #goldendoodlesofinstagram #doodlesofinstagram #goldendoodlesofinsta #goldendoodle #lovebug #petsofinstagram #thestatelyhound #professorramen #buzzfeedanimals #dogscorner #furbaby","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Any owner can tell you, a pooch is much more than just a pet! Comment below—why are you thankful for your dog? #ADogsPurpose #Thanksgiving #animals #corgi #dogsofinstgram #puppies #movie","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Witness the incredible journey that will make you believe in second chances. #ADogsPurpose - in theaters January 27. #dogsofinstagram #animals #cute #Dogs #puppies #thankful,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Let there be puppy posters! Click the bio link and create your very own #ADogsPurpose artwork, then share it using #MyDogsPurpose. 
#puppies #dogsofinstgram #corgi #animals #cute #doggo","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"WARNING: CUTENESS OVERLOAD ⚠️ 🐶  Make your own #ADogsPurpose poster at the bio link, then post with the tag #MyDogsPurpose. #dog #dogsofinstaworld #puppy #cute #puppies","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Join us in celebrating #NationalMuttDay. Click the bio link to add your dog’s photo to our mosaic and share your furry friend’s story! @nationalmuttday,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"#Repost @dogsofinstagram ・・・
""We've been asked to share Chase's purpose to celebrate the new movie, @adogspurposemovie, and couldn't do it without mentioning how he is a ROCKSTAR foster brother. Pictured above is Chase with our first ever foster dog, Jack! Every sweet foster pup has quickly taken to nibbling his ears, stealing his bed, and licking his floppy jowls, and Chase does nothing but love them right back. So kudos to you, Carl! You're a patient, furry gem."" writes @sometimescarl.

Be sure to share your dog's purpose on www.adogspurposemovie.com to be featured in a digital mosaic of inspirational pet stories, including stories of currently adoptable dogs! #adogspurpose #nationalmuttday #sponsored","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Every day should be #NationalMuttDay.🐶❤️ #adogspurpose #dogs #puppy #mutt #cute #dogsofinstaworld,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Wanna make your pup internet famous? Create your own #ADogsPurpose poster & post it using #MyDogsPurpose! Click the bio link for details. #dogsofinstaworld #cute #puppy #dogs,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Every dog happens for a reason. #ADogsPurpose – in theaters January 27. #puppy #dog #dogsofinstaworld #cute,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Need a boost? Bailey’s got you covered! Post your own video + #SlowMoPups & get featured on #ADogsPurpose​! #SlowMoMonday #dogsofinstaworld #dog #dogs #puppy,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Show us your puppy posters! Create your very own #ADogsPurpose artwork at the bio link, then post a pic using #MyDogsPurpose. #dogsofinstaworld #dog #cute #puppy","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Our fourth dog of #Christmas is…@hollyupnorth! We’re counting down the #12DogsofChristmas. Share your doggie Christmas photos! #ADogsPurpose,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Our fifth dog of #Christmas is a very rare and incredibly majestic red-nosed rein-dog named Decker! We’re counting the #12DogsOfChristmas — share a pic of your holiday dog!,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Our sixth dog of #Christmas is a mini doxie called Friday because… what else could you need more on a Monday?  We’re counting the #12DogsOfChristmas. Post your holiday dog + the tag! #ADogsPurpose #dogsofinstaworld #dog #puppy #cute #dachshundsofinstagram,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Our eighth dog of #Christmas is @scoutgoldenretriever -- a certified therapy dog with a seriously festive collar. 🎅🐶 #12DogsOfChristmas 
Share your holiday pups + the tag #ADogsPurpose! #goldenretriever #dog #puppy #cute #dogsofinstaworld","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Ho Ho Ho! 🎄 Here's a quick behind-the-scenes look at prepping the corgi from #ADogsPurpose for a Christmas scene. How do you prep your doggies for the holidays? #dogsofinstagram #cute #animals #puppies #corgis,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"“With each new life, I was learning a new lesson.” Celebrate the holidays and our furry friends. When you donate to @BestFriendsAnimalSociety, we will match your donation so you can give a second chance to a dog or cat in need. Click the bio link for details. #ADogsPurpose #dog #dogsofinstaworld #cute #puppy","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"ONE MONTH!
🐶🐕 🐩🐺 🐾 
#ADogsPurpose,
in theaters January 27!
#dogsofinstaworld #dog 
#puppy #cute #stbernard","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Bailey’s purpose is to love & protect Ethan, and to always find his way back home. #ADogsPurpose

What’s your dog’s purpose? Make a poster at the bio link & share using #MyDogsPurpose! #dogsofinstaworld #puppy #dog","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Happy 2017! #HappyNewYear  #ADogsPurpose #dogsofinstaworld #puppy #dog #MyDogsPurpose,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Sometimes the journey home is an adventure you never forget. #ADogsPurpose — in theaters January 27. #puppy #dogsofinstaworld #dog #mydogspurpose 🐶,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,And now...the world’s cutest puppies. Invading theaters January 27! #tbt #bts #ADogsPurpose #corgi #cute #dogsofinstaworld 🐩 🐶 🐕 🐺 😍,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"#Repost @authorjulie
・・・
Times Square 👊🏼 @norbertthedog","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"“No matter what, we’re right there with you."" #ADogsPurpose - in theaters January 27. Get tickets at the bio link! #dog #puppy #dogsofinstaworld #mydogspurpose #movie #comingsoon","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"On January 27, every dog happens for a reason. #ADogsPurpose #cute #puppy #mydogspurpose #dogsofinstaworld #dog","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"“I’ve lived a lot of lives and loved a lot of humans.” #ADogsPurpose - in theaters January 27. Get tickets at the bio link.

#dog #puppy #dogsofinstaworld #mydogspurpose #movie #comingsoon","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"LIGHTS!💡
CAMERA! 🎥
WOOF!🐕 Behind the scenes of #ADogsPurpose — in theaters January 27! #tbt #puppy #dog #dogsofinstaworld #movie #comingsoon","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"TWO WEEKS!! ✌🐾🐶 #ADogsPurpose, in theaters January 27!!","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Fetch tickets for #ADogsPurpose at the bio link! **pets head** **gives treat** Good boy, Bailey!","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Happy National Dress Up Your Pet Day! 🎩⛑👑🐶 Your mission—should you choose to accept it—is to dress your pet in funny clothes and post a picture + #ADogsPurpose,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Dog posters!! Glorious dog posters!! Check out the dogs of @Buzzfeed + make your own at the bio link! #ADogsPurpose #MyDogsPurpose,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Reunited and it feels so good! 🐶💑 #ADogsPurpose! #dogsofinstaworld #mydogspurpose #dog #puppy,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""From that moment on, the girl was a member of our pack."" 🐾","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Why can't everything smell like goat?"" - Bailey 🐶 🐾 #ADogsPurpose","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Based on the New York Times and USA Today best-selling novel by W. Bruce Cameron comes “an adorable and heartwarming film” about life through the eyes of man’s best friend. (Jaclyn Roth, Life & Style) Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,“I knew he needed me. And I needed him too.” -Bailey🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,When you realize it's the weekend!  #ADogsPurpose 🐶,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"When Monday AND Daylight Savings hits you at the same time 🐶
Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Somebody knew I was coming!"" -Bailey🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Celebrate what makes you happy on the #InternationalDayOfHappiness. #ADogsPurpose 🐶🐾,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Every night as I fell asleep I thought about how happy I was that I had an Ethan. And that I wasn’t a cat."" -Bailey 🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,The moment when you find the one 😍🐶🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Happy #NationalPuppyDay! 🐶🐾 How are you celebrating? #ADogsPurpose,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""I decided right then and there..."" Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Intelligent eyes... and an itchy butt. Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Everywhere she went, Maya brought me along. Which was great!"" - Bailey/ Tino 🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Grandparents spoil everyone, grandchildren and grand-dogs alike 🐶🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Is there such thing as ""too many meat logs""? -Bailey 🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Groot and his furry friends from @WagsAndWalks Rescue are looking for forever homes! Learn more about how you can help 🐶🐩🐾 #ADogsPurpose #NationalPetDay,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""If there was no Ethan, what was the point of me being here?""- Bailey 🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""He was like a small horse. Or a giant dog. He had his own special smell that was so wonderful. I wish I could roll it in it!"" -Bailey 🐾 Own #ADogsPurpose on Digital HD 4/18 and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Love Puppies? Watch our puppy live stream featuring adoptable puppies like Dewey from @WagsandWalks tomorrow at 11AM PST. Own #ADogsPurpose on Digital HD tomorrow,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Watch the heartwarming journey of one dog’s love. Get #ADogsPurpose today with deleted scenes and extras from iTunes,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"1. Share your favorite moment from the movie in the comments 
2. Tag a friend
You could win a prize! 🐶🐾 Own #ADogsPurpose on Digital HD NOW and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Jump for joy! Grab your favorite furry friend and watch #ADogsPurpose this weekend on @amazonvideo,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""You know what I'm thinking? Pizza...? Pizza."" -Maya 🍕🐾 Own #ADogsPurpose on Digital HD NOW and Blu-ray & DVD 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"A film with “genuine heart, humor and a real message of love” -Michael Heaton, The Plain Dealer. Own #ADogsPurpose on Blu-ray & DVD in ONE WEEK 🐶🐾","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""I learned my place in the pack. Mom liked me, Dad liked me...A LOT."" -Bailey 🐶🐾 Own #ADogsPurpose on Blu-ray & DVD next Tuesday 5/2","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Sorry...not today. I'm not in the mood."" -Tino 🐶🐾 Own #ADogsPurpose on Blu-ray & DVD Tuesday May 2.","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Celebrate the weekend with puppies and #ADogsPurpose on @VuduFans 🐶🐾,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,A dog's purpose? Be. Here. Now. 🐶🐾 Own #ADogsPurpose on Blu-ray and DVD on Tuesday May 2,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,The ultimate story of love and loyalty. Own #ADogsPurpose on Blu-ray & DVD in 2 days. 🐶🐾,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Watch Ellie, Tino, Buddy and BaileyBaileyBaileyBailey find their purpose. Own #ADogsPurpose on Blu-ray & DVD with deleted scenes and outtakes TOMORROW","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Based on the best-selling novel by W. Bruce Cameron, comes the story of a devoted dog (@JoshGad) who finds the meaning of life through the lives on the humans he loves.
Own #ADogsPurpose now on Blu-ray & DVD with deleted scenes and outtakes","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""I decided right then and there, I am definitely keeping this boy"" -Bailey 🐶👦🏼♥ Own #ADogsPurpose on Blu-ray, DVD & Digital HD now","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Take this weekend to curl up with your friends (human & animal) and watch #ADogsPurpose on @xfinity On Demand,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"""Humans are complicated. They do things dog’s don’t understand. Like leave."" -Bailey 🐶🐾 Own #ADogsPurpose on Blu-ray, DVD & Digital HD","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"What's your dog's purpose? 🐶🐾 Own #ADogsPurpose on Blu-ray, DVD & Digital HD now","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Hug your mom (and your dog) today (and everyday). #HappyMothersDay 🐶🐾♥ #ADogsPurpose,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Bailey’s journey continues. #ADogsJourney, coming soon.","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Pup-date us on your NYE resolutions! #ADogsJourney in theaters May 17.,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Bailey has lived a lot of lives. On May 17, his journey continues. Look for the trailer tomorrow. #ADogsJourney","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Bailey finds his new purpose. 🐶 Experience the journey of many lifetimes on May 17 and watch the full trailer now. Link in bio ⬆️,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Ready.Set.Play. #ADogsJourney #TheBigGame,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Love is a four-legged word. Happy #LoveYourPetDay! Show extra love to your furry friends today! 🐾❤ #ADogsJourney,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Four legs 🐕 Many lives ⏳ All heart ♥️
#ADogsJourney in theaters May 17!","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,We know #NationalPuppyDay is officially tomorrow but...we couldn’t wait another day! Comment with a 🐶 if you think it should be everyday! #ADogsJourney,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Happy #NationalPuppyDay! Can you guess what Molly’s thinking? 🐶💭 Meet her this May in #ADogsJourney!,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"Celebrating pups everywhere! Happy #NationalPuppyDay! 
#ADogsJourney","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"These dogs have amazing stories, each with their own unique journey. Tell us about yours using #MyDogsJourney and #contest for a chance to be featured in a custom @thedodo video 💛🐶 Contest ends 3/29! (Don’t forget to tag us @adogsjourneymovie!)","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"This May, Bailey finds his new purpose. Everyone, meet C.J. #ADogsJourney","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Know the #1 rule for training your pup? ☝️🐕 #ADogsJourney,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"When she needed a friend, he was there. The story of A Dog’s Purpose continues May 17! #ADogsJourney","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,A friendship that transcends lifetimes. Are you ready to meet Max? #ADogsJourney,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Happy Birthday to #DennisQuaid! Watch him as our boy Ethan in #ADogsJourney in theaters May 17!,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Create your own movie poster starring your furry best friend just in time for #NationalPetDay! Visit MyDogsJourney.com to get started! #ADogsJourney in theaters May 17 🐶🎬,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Nothing like the feeling of true love and affection from your pet 🐶💛 Happy #NationalPetDay! #ADogsJourney,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,"He’s lived a lot of lives as a lot of different dogs, but Bailey’s journey isn’t over yet. Watch the sequel to A Dog’s Purpose this May! #ADogsJourney","['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,Have you marked your calendars? #ADogsJourney opens in one month! See you in theaters May 17 🐕🎥,"['Adventure', 'Comedy', 'Drama']"
adogsjourneymovie,It’s not about the destination. It’s about the journey. The story of A Dog’s Purpose continues this May! #ADogsJourney,"['Adventure', 'Comedy', 'Drama']"
