,user,items,ratings
693,52,19,1
694,52,26,1
695,52,44,1
696,52,48,1
697,52,104,1
698,52,110,1
699,52,148,1
700,52,150,1
701,52,161,1
702,53,8,1
703,53,19,1
704,53,25,1
705,53,39,1
706,53,69,1
707,53,70,1
708,53,72,1
709,53,80,1
710,53,88,1
711,53,95,1
712,53,98,1
713,53,111,1
714,53,138,1
715,53,146,1
716,53,156,1
717,54,12,1
718,54,20,1
719,54,34,1
720,54,44,1
721,54,76,1
722,54,87,1
723,54,106,1
724,54,108,1
725,54,117,1
726,54,122,1
727,54,124,1
728,54,161,1
729,55,9,1
730,55,13,1
731,55,20,1
732,55,40,1
733,55,64,1
734,55,102,1
735,55,123,1
736,55,125,1
737,55,136,1
738,55,137,1
739,55,150,1
740,55,161,1
741,56,9,1
742,56,25,1
743,56,34,1
744,56,44,1
745,56,68,1
746,56,79,1
747,56,87,1
748,56,96,1
749,56,122,1
750,56,147,1
751,56,161,1
752,57,0,1
753,57,6,1
754,57,9,1
755,57,30,1
756,57,51,1
757,57,53,1
758,57,57,1
759,57,73,1
760,57,80,1
761,57,96,1
762,57,105,1
763,57,132,1
764,57,140,1
765,57,141,1
766,57,147,1
767,57,149,1
768,57,150,1
769,57,158,1
770,58,4,1
771,58,14,1
772,58,28,1
773,58,58,1
774,58,79,1
775,58,96,1
776,58,120,1
777,58,125,1
778,58,152,1
779,58,162,1
780,59,0,1
781,59,21,1
782,59,27,1
783,59,31,1
784,59,45,1
785,59,84,1
786,59,90,1
787,59,125,1
788,59,128,1
789,59,143,1
790,59,149,1
791,59,158,1
792,60,4,1
793,60,8,1
794,60,24,1
795,60,35,1
796,60,85,1
797,60,98,1
798,60,109,1
799,60,133,1
800,60,135,1
801,60,152,1
802,61,9,1
803,61,24,1
804,61,25,1
805,61,55,1
806,61,98,1
807,61,100,1
808,61,108,1
809,61,117,1
810,61,118,1
811,61,134,1
812,61,142,1
813,62,0,1
814,62,1,1
815,62,24,1
816,62,26,1
817,62,44,1
818,62,49,1
819,62,58,1
820,62,83,1
821,62,104,1
822,62,111,1
823,62,121,1
824,62,148,1
825,62,153,1
826,63,0,1
827,63,10,1
828,63,53,1
829,63,66,1
830,63,86,1
831,63,93,1
832,63,101,1
833,63,104,1
834,63,125,1
835,63,128,1
836,63,131,1
837,63,144,1
838,63,161,1
839,63,163,1
840,64,2,1
841,64,58,1
842,64,74,1
843,64,80,1
844,64,81,1
845,64,86,1
846,64,127,1
847,64,129,1
848,64,157,1
849,64,161,1
850,64,164,1
851,65,34,1
852,65,40,1
853,65,60,1
854,65,66,1
855,65,68,1
856,65,87,1
857,65,99,1
858,65,112,1
859,65,119,1
860,65,122,1
861,65,156,1
862,65,161,1
863,66,0,1
864,66,24,1
865,66,25,1
866,66,58,1
867,66,73,1
868,66,85,1
869,66,86,1
870,66,96,1
871,66,143,1
872,66,149,1
873,67,4,1
874,67,10,1
875,67,57,1
876,67,58,1
877,67,68,1
878,67,79,1
879,67,80,1
880,67,98,1
881,67,104,1
882,67,118,1
883,67,134,1
884,67,161,1
885,67,164,1
886,68,0,1
887,68,62,1
888,68,63,1
889,68,77,1
890,68,85,1
891,68,89,1
892,68,94,1
893,68,99,1
894,68,101,1
895,68,110,1
896,68,114,1
897,68,116,1
898,68,117,1
899,68,125,1
900,68,137,1
901,68,141,1
902,68,149,1
903,68,158,1
904,68,164,1
905,69,1,1
906,69,12,1
907,69,50,1
908,69,58,1
909,69,64,1
910,69,66,1
911,69,68,1
912,69,87,1
913,69,105,1
914,69,112,1
915,69,119,1
916,69,137,1
917,69,147,1
918,70,2,1
919,70,3,1
920,70,11,1
921,70,44,1
922,70,67,1
923,70,75,1
924,70,81,1
925,70,93,1
926,70,101,1
927,70,123,1
928,70,150,1
929,71,25,1
930,71,31,1
931,71,39,1
932,71,48,1
933,71,51,1
934,71,64,1
935,71,67,1
936,71,91,1
937,71,109,1
938,71,137,1
939,71,145,1
940,72,2,1
941,72,24,1
942,72,25,1
943,72,29,1
944,72,48,1
945,72,77,1
946,72,83,1
947,72,90,1
948,72,104,1
949,72,143,1
950,73,0,1
951,73,12,1
952,73,28,1
953,73,30,1
954,73,34,1
955,73,58,1
956,73,87,1
957,73,112,1
958,73,125,1
959,73,154,1
960,73,161,1
961,74,49,1
962,74,53,1
963,74,55,1
964,74,64,1
965,74,76,1
966,74,99,1
967,74,103,1
968,74,105,1
969,74,124,1
970,74,125,1
971,74,141,1
972,74,154,1
973,74,156,1
974,74,161,1
975,75,27,1
976,75,31,1
977,75,50,1
978,75,67,1
979,75,80,1
980,75,83,1
981,75,84,1
982,75,114,1
983,75,143,1
984,75,149,1
985,76,4,1
986,76,13,1
987,76,17,1
988,76,25,1
989,76,73,1
990,76,79,1
991,76,86,1
992,76,103,1
993,76,117,1
994,76,120,1
995,76,132,1
996,76,142,1
997,76,150,1
998,76,156,1
999,76,157,1
1000,76,161,1
1001,77,0,1
1002,77,26,1
1003,77,27,1
1004,77,45,1
1005,77,53,1
1006,77,57,1
1007,77,72,1
1008,77,129,1
1009,77,144,1
1010,77,149,1
1011,77,152,1
1012,78,0,1
1013,78,21,1
1014,78,24,1
1015,78,27,1
1016,78,45,1
1017,78,50,1
1018,78,56,1
1019,78,57,1
1020,78,58,1
1021,78,67,1
1022,78,68,1
1023,78,85,1
1024,78,99,1
1025,78,117,1
1026,78,122,1
1027,78,123,1
1028,78,125,1
1029,78,128,1
1030,78,141,1
1031,78,147,1
1032,78,154,1
1033,78,156,1
1034,78,160,1
1035,79,2,1
1036,79,4,1
1037,79,17,1
1038,79,21,1
1039,79,28,1
1040,79,55,1
1041,79,57,1
1042,79,75,1
1043,79,102,1
1044,79,112,1
1045,79,114,1
1046,79,119,1
1047,79,131,1
1048,79,142,1
1049,79,143,1
1050,79,149,1
1051,79,152,1
1052,79,159,1
1053,80,3,1
1054,80,25,1
1055,80,33,1
1056,80,85,1
1057,80,89,1
1058,80,90,1
1059,80,98,1
1060,80,106,1
1061,80,107,1
1062,80,109,1
1063,80,138,1
1064,80,157,1
1065,81,12,1
1066,81,22,1
1067,81,28,1
1068,81,59,1
1069,81,64,1
1070,81,66,1
1071,81,87,1
1072,81,97,1
1073,81,99,1
1074,81,103,1
1075,81,112,1
1076,81,133,1
1077,81,140,1
1078,81,147,1
1079,82,0,1
1080,82,6,1
1081,82,9,1
1082,82,10,1
1083,82,13,1
1084,82,22,1
1085,82,24,1
1086,82,27,1
1087,82,28,1
1088,82,32,1
1089,82,37,1
1090,82,44,1
1091,82,53,1
1092,82,55,1
1093,82,58,1
1094,82,66,1
1095,82,68,1
1096,82,75,1
1097,82,87,1
1098,82,96,1
1099,82,98,1
1100,82,99,1
1101,82,104,1
1102,82,107,1
1103,82,112,1
1104,82,114,1
1105,82,119,1
1106,82,126,1
1107,82,140,1
1108,82,141,1
1109,82,142,1
1110,82,147,1
1111,82,152,1
1112,82,158,1
1113,82,161,1
1114,83,4,1
1115,83,17,1
1116,83,29,1
1117,83,86,1
1118,83,90,1
1119,83,91,1
1120,83,103,1
1121,83,104,1
1122,83,111,1
1123,83,148,1
1124,83,150,1
1125,83,155,1
1126,84,12,1
1127,84,34,1
1128,84,35,1
1129,84,37,1
1130,84,44,1
1131,84,60,1
1132,84,64,1
1133,84,66,1
1134,84,78,1
1135,84,87,1
1136,84,90,1
1137,84,99,1
1138,84,101,1
1139,84,105,1
1140,84,109,1
1141,84,112,1
1142,84,127,1
1143,84,129,1
1144,84,147,1
1145,84,156,1
1146,84,161,1
1147,85,3,1
1148,85,10,1
1149,85,29,1
1150,85,46,1
1151,85,75,1
1152,85,77,1
1153,85,104,1
1154,85,119,1
1155,85,125,1
1156,85,143,1
1157,85,149,1
1158,85,156,1
1159,86,4,1
1160,86,30,1
1161,86,48,1
1162,86,49,1
1163,86,58,1
1164,86,72,1
1165,86,86,1
1166,86,100,1
1167,86,107,1
1168,86,134,1
1169,87,3,1
1170,87,9,1
1171,87,30,1
1172,87,33,1
1173,87,40,1
1174,87,41,1
1175,87,42,1
1176,87,49,1
1177,87,52,1
1178,87,76,1
1179,87,77,1
1180,87,93,1
1181,87,105,1
1182,87,125,1
1183,87,127,1
1184,87,128,1
1185,87,129,1
1186,87,131,1
1187,87,133,1
1188,87,153,1
1189,87,158,1
1190,87,161,1
1191,88,2,1
1192,88,9,1
1193,88,12,1
1194,88,28,1
1195,88,44,1
1196,88,45,1
1197,88,55,1
1198,88,58,1
1199,88,66,1
1200,88,70,1
1201,88,85,1
1202,88,117,1
1203,88,120,1
1204,88,142,1
1205,88,154,1
1206,88,155,1
1207,88,156,1
1208,88,157,1
1209,89,4,1
1210,89,9,1
1211,89,17,1
1212,89,26,1
1213,89,41,1
1214,89,55,1
1215,89,81,1
1216,89,128,1
1217,89,131,1
1218,89,150,1
1219,89,161,1
1220,90,2,1
1221,90,3,1
1222,90,23,1
1223,90,53,1
1224,90,90,1
1225,90,120,1
1226,90,138,1
1227,90,149,1
1228,90,154,1
1229,90,164,1
1230,91,6,1
1231,91,13,1
1232,91,75,1
1233,91,81,1
1234,91,89,1
1235,91,96,1
1236,91,119,1
1237,91,137,1
1238,91,144,1
1239,91,149,1
1240,91,161,1
1241,92,12,1
1242,92,30,1
1243,92,34,1
1244,92,40,1
1245,92,44,1
1246,92,49,1
1247,92,58,1
1248,92,112,1
1249,92,126,1
1250,92,129,1
1251,92,147,1
1252,92,150,1
1253,92,156,1
1254,92,161,1
1255,93,19,1
1256,93,23,1
1257,93,25,1
1258,93,50,1
1259,93,64,1
1260,93,79,1
1261,93,90,1
1262,93,99,1
1263,93,106,1
1264,93,132,1
1265,93,137,1
1266,93,147,1
1267,93,152,1
1268,93,163,1
1269,94,26,1
1270,94,67,1
1271,94,84,1
1272,94,102,1
1273,94,114,1
1274,94,118,1
1275,94,125,1
1276,94,129,1
1277,94,131,1
1278,94,149,1
1279,94,161,1
1280,95,10,1
1281,95,34,1
1282,95,49,1
1283,95,53,1
1284,95,58,1
1285,95,87,1
1286,95,124,1
1287,95,126,1
1288,95,131,1
1289,95,143,1
1290,95,163,1
1291,96,0,1
1292,96,24,1
1293,96,28,1
1294,96,45,1
1295,96,53,1
1296,96,79,1
1297,96,100,1
1298,96,106,1
1299,96,142,1
1300,96,150,1
1301,96,154,1
1302,97,21,1
1303,97,52,1
1304,97,58,1
1305,97,80,1
1306,97,102,1
1307,97,117,1
1308,97,125,1
1309,97,126,1
1310,97,127,1
1311,97,129,1
1312,97,161,1
1313,98,0,1
1314,98,55,1
1315,98,80,1
1316,98,96,1
1317,98,98,1
1318,98,100,1
1319,98,129,1
1320,98,134,1
1321,98,144,1
1322,98,161,1
1323,99,1,1
1324,99,4,1
1325,99,9,1
1326,99,25,1
1327,99,31,1
1328,99,60,1
1329,99,62,1
1330,99,99,1
1331,99,129,1
1332,99,132,1
1333,99,133,1
1334,99,138,1
1335,99,148,1
1336,99,156,1
1337,99,161,1
1338,100,0,1
1339,100,41,1
1340,100,52,1
1341,100,57,1
1342,100,66,1
1343,100,84,1
1344,100,102,1
1345,100,118,1
1346,100,126,1
1347,100,127,1
1348,100,144,1
1349,100,156,1
1350,100,161,1
1351,101,24,1
1352,101,55,1
1353,101,64,1
1354,101,69,1
1355,101,72,1
1356,101,76,1
1357,101,83,1
1358,101,107,1
1359,101,109,1
1360,101,113,1
1361,101,121,1
1362,101,125,1
1363,101,142,1
1364,101,154,1
1365,102,9,1
1366,102,10,1
1367,102,13,1
1368,102,25,1
1369,102,28,1
1370,102,40,1
1371,102,50,1
1372,102,60,1
1373,102,66,1
1374,102,68,1
1375,102,80,1
1376,102,96,1
1377,102,101,1
1378,102,106,1
1379,102,112,1
1380,102,118,1
1381,102,123,1
1382,102,125,1
1383,102,144,1
1384,103,6,1
1385,103,8,1
1386,103,10,1
1387,103,23,1
1388,103,25,1
1389,103,63,1
1390,103,81,1
1391,103,98,1
1392,103,114,1
1393,103,119,1
1394,103,120,1
1395,103,135,1
1396,103,150,1
1397,104,4,1
1398,104,40,1
1399,104,46,1
1400,104,58,1
1401,104,80,1
1402,104,81,1
1403,104,91,1
1404,104,98,1
1405,104,99,1
1406,104,108,1
1407,104,122,1
1408,104,123,1
1409,104,134,1
1410,104,156,1
1411,105,4,1
1412,105,28,1
1413,105,40,1
1414,105,58,1
1415,105,60,1
1416,105,67,1
1417,105,68,1
1418,105,80,1
1419,105,102,1
1420,105,104,1
1421,105,105,1
1422,105,112,1
1423,105,118,1
1424,105,137,1
1425,105,141,1
1426,105,156,1
1427,106,9,1
1428,106,28,1
1429,106,50,1
1430,106,84,1
1431,106,99,1
1432,106,106,1
1433,106,112,1
1434,106,119,1
1435,106,122,1
1436,106,153,1
1437,107,6,1
1438,107,9,1
1439,107,12,1
1440,107,16,1
1441,107,49,1
1442,107,80,1
1443,107,81,1
1444,107,86,1
1445,107,117,1
1446,107,156,1
1447,108,10,1
1448,108,18,1
1449,108,21,1
1450,108,45,1
1451,108,80,1
1452,108,85,1
1453,108,88,1
1454,108,95,1
1455,108,101,1
1456,108,116,1
1457,108,119,1
1458,108,123,1
1459,108,131,1
1460,108,143,1
1461,108,149,1
1462,108,152,1
1463,108,158,1
1464,109,4,1
1465,109,8,1
1466,109,24,1
1467,109,64,1
1468,109,70,1
1469,109,72,1
1470,109,86,1
1471,109,98,1
1472,109,103,1
1473,109,137,1
1474,109,146,1
1475,110,5,1
1476,110,9,1
1477,110,26,1
1478,110,30,1
1479,110,53,1
1480,110,59,1
1481,110,74,1
1482,110,77,1
1483,110,80,1
1484,110,90,1
1485,110,96,1
1486,110,106,1
1487,110,109,1
1488,110,136,1
1489,110,144,1
1490,110,152,1
1491,110,153,1
1492,110,158,1
1493,110,159,1
1494,111,3,1
1495,111,5,1
1496,111,40,1
1497,111,42,1
1498,111,47,1
1499,111,74,1
1500,111,93,1
1501,111,123,1
1502,111,129,1
1503,111,130,1
1504,111,153,1
1505,111,159,1
1506,112,25,1
1507,112,59,1
1508,112,64,1
1509,112,75,1
1510,112,79,1
1511,112,96,1
1512,112,116,1
1513,112,136,1
1514,112,144,1
1515,112,153,1
1516,112,156,1
1517,112,158,1
1518,112,159,1
1519,113,68,1
1520,113,70,1
1521,113,74,1
1522,113,88,1
1523,113,103,1
1524,113,106,1
1525,113,129,1
1526,113,137,1
1527,113,138,1
1528,113,155,1
1529,113,156,1
1530,114,12,1
1531,114,19,1
1532,114,40,1
1533,114,87,1
1534,114,99,1
1535,114,136,1
1536,114,141,1
1537,114,143,1
1538,114,144,1
1539,114,153,1
1540,115,0,1
1541,115,21,1
1542,115,28,1
1543,115,45,1
1544,115,58,1
1545,115,67,1
1546,115,68,1
1547,115,86,1
1548,115,112,1
1549,115,125,1
1550,116,28,1
1551,116,42,1
1552,116,47,1
1553,116,64,1
1554,116,66,1
1555,116,99,1
1556,116,122,1
1557,116,143,1
1558,116,147,1
1559,116,158,1
1560,117,10,1
1561,117,25,1
1562,117,28,1
1563,117,50,1
1564,117,66,1
1565,117,77,1
1566,117,87,1
1567,117,96,1
1568,117,99,1
1569,117,112,1
1570,117,125,1
1571,117,131,1
1572,117,137,1
1573,117,147,1
1574,117,149,1
1575,118,0,1
1576,118,3,1
1577,118,45,1
1578,118,50,1
1579,118,85,1
1580,118,114,1
1581,118,117,1
1582,118,124,1
1583,118,143,1
1584,118,153,1
1585,118,158,1
1586,119,9,1
1587,119,10,1
1588,119,28,1
1589,119,53,1
1590,119,60,1
1591,119,80,1
1592,119,84,1
1593,119,89,1
1594,119,96,1
1595,119,118,1
1596,119,128,1
1597,119,129,1
1598,119,131,1
1599,119,134,1
1600,120,10,1
1601,120,13,1
1602,120,55,1
1603,120,62,1
1604,120,80,1
1605,120,81,1
1606,120,86,1
1607,120,108,1
1608,120,135,1
1609,120,154,1
1610,121,19,1
1611,121,24,1
1612,121,25,1
1613,121,51,1
1614,121,64,1
1615,121,73,1
1616,121,95,1
1617,121,98,1
1618,121,109,1
1619,121,137,1
1620,121,157,1
1621,122,19,1
1622,122,26,1
1623,122,31,1
1624,122,36,1
1625,122,58,1
1626,122,75,1
1627,122,77,1
1628,122,96,1
1629,122,105,1
1630,122,112,1
1631,122,116,1
1632,122,123,1
1633,122,125,1
1634,122,141,1
1635,122,144,1
1636,122,149,1
1637,122,153,1
1638,122,158,1
1639,123,24,1
1640,123,60,1
1641,123,81,1
1642,123,91,1
1643,123,99,1
1644,123,100,1
1645,123,108,1
1646,123,112,1
1647,123,134,1
1648,123,142,1
1649,123,154,1
1650,123,156,1
1651,124,24,1
1652,124,55,1
1653,124,63,1
1654,124,75,1
1655,124,90,1
1656,124,104,1
1657,124,109,1
1658,124,120,1
1659,124,125,1
1660,124,136,1
1661,124,143,1
1662,124,149,1
1663,125,0,1
