uid,sid
52,91
52,23
52,12
52,70
52,135
52,100
52,65
52,47
53,33
53,40
53,136
53,132
53,85
53,41
53,87
53,6
53,46
53,125
53,66
54,119
54,56
54,81
54,17
55,32
55,78
55,119
55,57
55,80
55,77
55,103
55,8
55,65
56,32
56,40
56,56
56,23
56,58
56,81
56,5
56,63
56,123
56,47
57,67
57,32
57,97
57,72
57,36
57,5
57,121
57,113
57,82
57,123
57,130
57,65
57,83
58,74
58,118
58,34
58,108
58,58
58,5
58,7
58,103
58,31
58,137
59,67
59,75
59,138
59,1
59,95
59,15
59,16
59,103
59,127
59,73
59,130
59,83
60,74
60,139
60,71
60,29
60,87
60,44
60,92
60,64
60,31
61,3
61,87
61,45
61,112
61,90
62,67
62,106
62,71
62,23
62,54
62,108
62,59
62,6
62,55
62,100
62,27
63,67
63,68
63,97
63,69
63,42
63,60
63,70
63,103
63,127
63,105
63,20
63,21
64,0
64,108
64,76
64,115
64,52
64,19
64,114
64,47
64,53
65,57
65,81
65,63
65,47
66,67
66,71
66,40
66,108
66,72
66,69
66,5
66,73
66,130
67,68
67,108
67,35
67,58
67,36
67,87
67,70
67,112
67,90
67,53
68,67
68,129
68,14
68,24
68,116
68,62
68,37
68,60
68,135
68,124
68,26
68,103
68,39
68,82
68,130
68,83
68,53
69,106
69,22
69,108
69,80
69,35
69,81
69,121
69,102
69,38
69,39
69,123
70,0
70,9
70,126
70,23
70,61
70,115
70,42
70,60
70,18
70,65
71,40
71,136
71,12
71,140
71,80
71,61
71,99
71,44
71,39
72,0
72,71
72,40
72,12
72,59
72,16
72,70
72,73
73,67
73,22
73,34
73,56
73,108
73,81
73,102
73,103
74,54
74,97
74,3
74,80
74,141
74,37
74,101
74,109
74,103
74,82
74,96
74,66
74,47
75,138
75,1
75,61
75,36
75,59
75,15
75,124
75,73
75,130
76,74
76,78
76,142
76,40
76,72
76,58
76,69
76,45
76,133
76,65
76,66
76,114
76,47
77,67
77,95
77,97
77,98
77,41
77,19
77,130
77,31
78,75
78,71
78,138
78,95
78,79
78,122
78,98
78,108
78,61
78,35
78,24
78,37
78,63
78,18
78,127
78,82
78,123
78,96
78,66
78,143
79,0
79,74
79,142
79,34
79,3
79,98
79,13
79,102
79,124
79,38
79,105
79,133
79,73
79,130
79,31
80,9
80,40
80,48
80,24
80,116
80,16
80,17
80,25
80,44
80,46
80,114
81,22
81,120
81,80
81,49
81,81
81,144
81,37
81,101
81,102
81,92
81,123
82,84
82,32
82,68
82,78
82,71
82,138
82,34
82,107
82,23
82,97
82,3
82,49
82,13
82,5
82,87
82,37
82,70
82,25
82,124
82,38
82,51
82,145
82,82
82,123
82,31
82,83
82,47
83,74
83,142
83,69
83,101
83,70
83,6
83,100
83,146
84,22
84,56
84,29
84,23
84,89
84,80
84,49
84,50
84,81
84,16
84,37
84,121
84,44
84,102
84,52
84,19
84,123
84,66
85,9
85,68
85,28
85,134
85,13
85,14
85,70
85,73
85,130
85,66
86,74
86,10
86,12
86,54
86,108
86,41
86,147
86,25
86,90
87,9
87,32
87,10
87,48
87,57
87,11
87,30
87,88
87,141
87,42
87,121
87,103
87,52
87,127
87,105
87,92
87,27
87,83
88,22
88,23
88,95
88,45
88,146
88,114
89,74
89,32
89,142
89,91
89,11
89,3
89,115
89,127
89,105
89,65
89,47
90,0
90,9
90,131
90,16
90,7
90,46
90,130
90,53
91,84
91,13
91,116
91,5
91,38
91,39
91,130
92,22
92,57
92,23
92,108
92,102
92,51
92,19
92,123
92,65
92,66
92,47
93,33
93,17
93,113
93,123
93,21
94,91
94,61
94,15
94,77
94,124
94,112
94,19
94,105
94,130
94,47
95,68
95,56
95,54
95,97
95,108
95,109
95,51
95,105
95,73
95,21
96,147
96,17
96,133
96,96
97,75
97,88
97,108
97,36
97,77
97,45
97,103
97,51
97,52
97,19
98,67
98,3
98,5
98,87
98,147
98,19
98,90
98,20
98,47
99,106
99,74
99,32
99,1
99,89
99,129
99,37
99,19
99,113
99,92
99,46
99,100
99,47
100,67
100,11
100,88
100,98
100,15
100,112
100,51
100,52
100,20
100,66
100,47
101,3
101,80
101,132
101,41
101,141
101,59
101,25
101,44
101,148
101,55
101,103
101,133
101,96
102,68
102,78
102,40
102,34
102,57
102,79
102,89
102,49
102,35
102,5
102,17
102,102
102,112
102,18
102,20
103,84
103,139
103,68
103,131
103,40
103,115
103,7
103,64
103,65
104,74
104,57
104,134
104,115
104,99
104,37
104,111
104,63
104,18
104,66
105,57
105,108
105,89
105,35
105,36
105,77
105,121
105,102
105,112
105,39
106,32
106,34
106,79
106,15
106,37
106,17
106,102
106,38
106,63
106,27
107,32
107,22
107,149
107,54
107,36
107,115
107,69
107,45
107,66
108,93
108,75
108,36
108,86
108,43
108,60
108,38
108,18
108,105
108,73
108,130
108,31
108,83
109,74
109,139
109,80
109,85
109,41
109,69
109,87
109,101
109,125
110,128
110,32
110,91
110,10
110,97
110,120
110,14
110,5
110,17
110,8
110,20
110,31
110,27
110,83
110,94
111,9
111,57
111,76
111,42
111,18
111,150
111,94
112,40
112,80
112,13
112,26
112,8
112,20
112,27
112,66
112,83
112,94
113,35
113,85
113,76
113,86
113,101
113,19
113,39
113,46
114,33
114,37
114,8
114,82
114,73
115,67
115,75
115,95
115,108
115,61
115,35
115,103
116,34
116,30
116,80
116,49
116,37
116,63
116,73
116,123
116,83
117,68
117,40
117,49
117,14
117,81
117,5
117,37
117,103
117,39
117,123
117,130
118,67
118,9
118,95
118,79
118,24
118,124
118,109
118,73
118,27
118,83
119,68
119,34
119,89
119,36
119,15
119,112
119,127
119,19
119,105
119,90
120,68
120,78
120,3
120,129
120,36
120,115
120,69
120,111
120,64
120,96
121,33
121,71
121,40
121,80
121,72
121,43
121,87
121,44
121,39
121,114
122,33
122,91
122,1
122,2
122,108
122,13
122,14
122,5
122,121
122,102
122,18
122,103
122,82
122,20
122,130
122,27
122,83
123,89
123,115
123,99
123,37
123,147
123,111
123,102
123,90
123,133
123,96
123,66
124,71
124,3
124,4
124,16
124,70
124,44
124,103
124,8
124,73
124,130
125,95
125,35
125,103
125,19
125,66
125,47
126,0
126,128
126,28
126,13
126,58
126,36
126,6
126,18
126,52
126,46
126,47
127,0
127,131
127,34
127,107
127,134
127,108
127,35
127,81
127,37
127,60
127,101
127,17
127,38
127,20
127,65
127,66
127,114
127,47
128,67
128,0
128,9
128,84
128,68
128,78
128,75
128,40
128,91
128,151
128,2
128,136
128,152
128,97
128,3
128,98
128,89
128,129
128,76
128,36
128,59
128,15
128,24
128,69
128,116
128,77
128,70
128,6
128,45
128,112
128,18
128,103
128,19
128,104
128,130
128,146
128,47
128,21
129,142
129,119
129,36
129,116
129,18
129,19
129,90
129,47
130,56
130,102
130,51
131,119
131,151
131,23
131,13
131,59
131,42
131,62
131,37
131,26
131,8
131,53
132,149
132,80
132,14
132,6
132,105
132,39
132,82
133,33
133,71
133,56
133,2
133,30
133,49
133,35
133,141
133,16
133,102
133,124
134,74
134,84
134,139
134,22
134,33
134,56
134,134
134,41
134,13
134,58
134,81
134,70
134,25
134,6
134,102
134,38
134,113
134,64
134,39
134,133
134,73
134,125
134,123
134,66
135,67
135,84
135,110
135,2
135,81
136,84
136,48
136,12
136,108
136,116
136,62
136,147
136,111
136,55
136,19
136,47
136,21
137,32
137,108
137,35
137,36
137,115
137,69
137,90
137,65
137,31
137,47
138,67
138,74
138,71
138,62
138,5
138,103
138,92
139,32
139,22
139,23
139,108
139,36
139,81
139,102
139,19
139,90
139,39
139,66
140,33
140,40
140,58
140,99
140,101
140,148
140,46
140,20
140,96
140,146
141,32
141,10
141,57
141,153
141,97
141,35
141,15
141,18
141,19
141,105
141,90
141,20
142,68
142,41
142,43
142,37
142,60
142,45
143,0
143,74
143,118
143,131
143,71
143,28
143,23
143,95
143,3
143,36
143,16
143,5
143,45
143,38
143,46
143,133
143,20
143,66
143,47
143,21
143,53
144,9
144,128
144,30
144,153
144,13
144,15
144,69
144,17
144,124
144,127
144,82
144,27
145,22
145,91
145,57
145,79
145,49
145,81
145,37
145,102
145,63
145,18
145,123
146,0
146,49
146,14
146,116
147,0
147,9
147,33
147,54
147,3
147,98
147,24
147,103
147,127
147,64
147,130
148,57
148,23
148,54
148,89
148,35
148,81
148,37
148,102
148,63
148,66
149,106
149,74
149,32
149,68
149,88
149,49
149,58
149,103
149,39
149,123
150,71
150,10
150,48
150,14
150,58
150,115
150,116
150,6
150,19
151,71
151,40
151,10
151,151
151,132
151,141
151,69
151,116
151,62
151,147
151,101
151,70
151,111
151,19
151,39
151,46
151,73
151,96
151,53
152,139
152,24
152,99
152,87
152,147
152,25
152,19
152,64
152,46
152,104
153,1
153,136
153,140
153,80
153,61
153,44
153,39
153,104
154,9
154,77
154,154
154,18
154,27
154,94
155,9
155,71
155,129
155,49
155,76
155,116
155,42
155,37
156,106
156,119
156,110
156,71
156,40
156,42
156,60
156,121
156,26
156,38
156,19
157,32
157,142
157,151
157,23
157,12
157,54
157,115
157,15
157,69
157,116
157,99
157,60
157,17
157,25
157,154
157,7
157,103
157,52
157,20
158,0
158,33
158,131
158,71
158,129
158,58
158,24
158,19
158,73
158,130
159,128
159,71
159,54
159,14
159,18
159,20
159,27
159,21
160,0
160,78
160,155
160,119
160,97
160,3
160,35
160,85
160,87
160,101
160,70
160,102
160,19
160,113
160,92
160,90
160,39
160,46
160,65
160,66
160,53
161,32
161,86
161,16
161,19
161,66
162,49
162,101
162,102
162,63
162,123
163,69
163,25
163,103
163,65
163,47
164,106
164,0
164,152
164,98
164,108
164,13
164,60
164,102
164,18
164,127
164,27
165,67
165,9
165,74
165,32
165,68
165,22
165,78
165,75
165,71
165,40
165,91
165,10
165,1
165,2
165,107
165,136
165,57
165,11
165,30
165,23
165,134
165,79
165,88
165,97
165,80
165,132
165,41
165,141
165,14
165,36
165,59
165,24
165,81
165,116
165,42
165,62
165,43
165,37
165,60
165,101
165,70
165,121
165,44
165,6
165,102
165,124
165,26
165,38
165,7
165,18
165,103
165,92
165,90
165,8
165,39
165,46
165,73
165,20
165,104
165,123
165,100
165,130
165,83
165,47
165,21
165,53
166,40
166,41
166,62
166,101
166,6
166,96
167,32
167,71
167,56
167,57
167,79
167,108
167,85
167,115
167,81
167,101
167,102
167,38
167,46
167,66
167,83
167,94
168,67
168,22
168,23
168,3
168,89
168,77
168,112
168,133
168,73
168,20
168,47
168,53
169,22
169,34
169,56
169,57
169,97
169,108
169,13
169,81
169,16
169,37
169,102
169,55
169,18
169,105
169,20
169,27
169,66
169,47
169,21
170,95
170,141
170,117
170,45
170,19
170,8
170,47
171,22
171,88
171,108
171,89
171,81
171,102
171,90
171,82
172,22
172,10
172,56
172,30
172,152
172,76
172,50
172,15
172,81
172,117
172,51
172,20
172,156
173,0
173,74
173,119
173,12
173,85
173,115
173,59
173,16
173,147
173,111
173,46
174,88
174,97
174,49
174,14
174,36
174,42
174,121
174,103
174,47
175,68
175,1
175,79
175,80
175,41
175,24
175,38
175,103
175,64
175,123
176,0
176,40
176,58
176,5
176,52
176,31
176,96
176,47
177,32
177,10
177,54
177,108
177,35
177,19
177,66
177,47
178,77
178,103
178,20
178,53
179,34
179,88
179,5
179,37
179,60
179,82
179,66
180,110
180,71
180,56
180,49
180,81
180,37
180,38
180,63
181,106
181,22
181,110
181,56
181,79
181,108
181,80
181,49
181,14
181,69
181,81
181,77
181,102
181,26
181,38
181,64
181,8
181,73
181,130
181,83
182,9
182,32
182,57
182,89
182,36
182,52
182,27
183,32
183,22
183,10
183,11
183,54
183,88
183,36
183,117
183,51
183,19
183,90
183,47
184,128
184,88
184,116
184,51
184,52
184,19
184,90
184,64
184,66
184,47
185,58
185,36
185,15
185,5
185,51
185,66
186,71
186,120
186,8
186,46
186,73
186,47
187,0
187,71
187,1
187,95
187,16
187,44
187,46
188,57
188,108
188,35
188,58
188,77
188,18
188,51
188,52
188,130
188,66
188,21
189,141
189,47
190,106
190,74
190,23
190,54
190,108
190,89
190,77
190,102
190,18
190,47
191,35
191,39
192,0
192,40
192,120
192,80
192,41
192,115
192,69
192,96
193,32
193,10
193,11
193,30
193,153
193,54
193,108
193,117
193,55
193,52
193,156
194,93
194,10
194,89
194,49
194,35
194,15
194,52
194,19
194,47
195,0
195,22
195,110
195,23
195,88
195,49
195,35
195,81
195,63
195,123
195,66
196,40
196,12
196,97
196,14
196,115
196,5
196,44
196,39
196,65
196,21
197,67
197,0
197,9
197,91
197,34
197,108
197,35
197,60
197,77
197,38
197,63
197,103
197,127
197,47
198,52
198,47
199,136
199,153
199,120
199,80
199,41
199,59
199,24
199,69
199,62
199,147
199,60
199,77
200,93
200,49
200,69
200,60
200,20
200,21
201,33
201,40
201,140
201,120
201,115
201,24
201,86
201,5
201,25
201,109
201,39
202,122
202,108
202,80
202,116
202,99
202,37
202,101
202,38
202,18
202,133
202,125
202,130
202,96
202,66
203,23
203,35
203,99
203,101
203,55
203,113
203,20
203,156
203,53
204,107
204,147
204,70
204,102
204,45
204,105
204,82
204,123
205,75
205,138
205,61
205,24
205,8
205,82
206,58
206,5
206,102
206,90
206,31
207,0
207,15
207,60
207,70
207,18
207,27
207,66
208,84
208,32
208,78
208,10
208,89
208,15
208,47
209,34
209,97
209,37
209,102
209,96
210,67
210,32
210,68
210,75
210,107
210,88
210,98
210,89
210,49
210,35
210,157
210,36
210,15
210,90
210,82
210,123
210,31
210,66
210,47
211,139
211,32
211,118
211,33
211,119
211,41
211,58
211,99
211,103
211,64
211,46
211,123
211,96
212,67
212,32
212,68
212,78
212,10
212,1
212,2
212,136
212,3
212,98
212,108
212,158
212,4
212,35
212,41
212,15
212,147
212,77
212,70
212,25
212,111
212,112
212,7
212,109
212,19
212,105
212,90
212,133
212,73
212,156
212,31
212,47
212,53
213,10
213,56
213,89
213,129
213,35
213,76
213,81
213,117
213,42
214,0
214,84
214,22
214,56
214,107
214,11
214,54
214,15
214,69
214,81
214,60
214,77
214,55
214,18
214,19
214,73
214,65
214,47
215,0
215,41
215,115
215,102
215,133
215,20
215,96
216,0
216,10
216,49
216,141
216,62
216,147
216,77
216,46
216,130
216,96
216,66
217,40
217,108
217,49
217,58
217,66
217,47
217,53
218,67
218,78
218,93
218,75
218,110
218,71
218,34
218,28
218,23
218,95
218,88
218,98
218,41
218,141
218,36
218,24
218,69
218,148
218,112
218,18
218,52
218,127
218,105
218,113
218,159
218,145
218,133
218,73
218,31
218,96
218,83
218,47
218,137
218,53
219,67
219,40
219,97
219,13
219,101
219,38
219,66
220,74
220,68
220,75
220,97
220,98
220,15
220,24
220,70
220,6
220,7
220,103
220,51
220,127
220,20
221,128
221,22
221,23
221,54
221,108
221,35
221,15
221,69
221,81
221,37
221,102
221,38
221,66
221,47
221,53
222,74
222,32
222,34
222,10
222,95
222,72
222,58
222,103
222,73
222,47
223,68
223,88
223,97
223,72
223,58
223,103
223,52
223,19
223,31
223,47
224,56
224,11
224,153
224,60
225,71
225,28
225,2
225,136
225,41
225,115
225,147
225,6
225,38
225,105
225,21
226,0
226,136
226,23
226,3
226,35
226,70
226,64
226,53
227,57
227,108
227,76
227,36
227,15
227,18
227,19
227,20
228,131
228,71
228,69
228,77
228,53
229,71
229,141
229,14
229,37
229,73
229,130
229,66
230,71
230,91
230,49
230,115
230,116
230,37
230,121
230,105
230,39
230,130
231,0
231,28
231,61
231,41
231,69
231,16
231,99
231,46
231,145
231,104
231,96
232,0
232,74
232,84
232,32
232,118
232,33
232,54
232,97
232,3
232,108
232,59
232,24
232,5
232,87
232,6
232,102
232,45
232,52
232,19
232,105
232,31
232,96
233,67
233,10
233,151
233,54
233,89
233,20
233,94
233,47
234,149
234,34
234,2
234,3
234,36
234,101
234,111
234,90
234,47
235,74
235,32
235,34
235,23
235,108
235,58
235,36
235,115
235,15
235,20
235,31
235,66
235,47
236,67
236,79
236,42
236,77
236,63
236,73
236,66
236,83
236,137
237,67
237,138
237,1
237,24
237,86
237,148
237,103
237,82
237,83
238,71
238,97
238,49
238,15
238,70
238,19
238,46
238,73
239,22
239,151
239,11
239,23
239,54
239,49
239,69
239,60
239,66
240,0
240,9
240,75
240,10
240,56
240,57
240,23
240,134
240,54
240,108
240,35
240,50
240,42
240,37
240,60
240,17
240,124
240,18
240,73
240,27
240,94
241,0
241,9
241,74
241,128
241,155
241,160
241,57
241,157
241,15
241,37
241,102
241,124
241,18
241,105
241,46
241,20
241,27
241,96
241,94
241,143
241,47
241,53
242,0
242,12
242,120
242,59
242,86
242,73
242,66
242,47
243,106
243,22
243,49
243,116
243,60
243,102
243,38
243,18
244,91
244,81
244,37
244,38
244,63
244,8
244,82
244,123
244,143
245,0
245,74
245,84
245,139
245,33
245,40
245,160
245,3
245,41
245,115
245,59
245,86
245,5
245,17
245,25
245,44
245,8
245,39
245,46
245,104
245,130
245,96
245,66
245,114
246,32
246,68
246,75
246,34
246,122
246,13
246,36
246,81
246,121
246,90
246,145
246,20
246,130
246,31
247,106
247,71
247,34
247,56
247,79
247,49
247,41
247,69
247,37
247,102
247,51
247,90
247,146
248,74
248,139
248,118
248,33
248,110
248,40
248,95
248,140
248,115
248,59
248,86
248,16
248,99
248,144
248,101
248,6
248,148
248,103
248,39
248,133
248,31
248,96
248,146
248,66
248,114
249,3
249,161
249,24
249,25
249,111
249,7
249,133
249,96
250,108
250,132
250,121
250,44
250,103
250,39
250,82
250,73
250,123
251,67
251,32
251,22
251,110
251,23
251,54
251,108
251,49
251,35
251,36
251,81
251,99
251,101
251,102
251,109
251,19
251,123
251,146
251,66
252,110
252,56
252,81
252,101
252,63
252,66
253,33
253,108
253,35
253,58
253,144
253,60
253,6
253,7
253,21
254,0
254,23
254,88
254,35
254,50
254,58
254,81
254,19
254,66
254,47
255,34
255,57
255,89
255,15
255,47
256,74
256,32
256,40
256,35
256,90
256,20
256,65
257,67
257,91
257,14
257,36
257,105
258,32
258,118
258,116
258,19
258,39
258,47
259,0
259,131
259,108
259,35
259,81
259,77
259,51
259,19
259,20
259,65
259,66
259,47
260,10
260,30
260,35
260,50
260,15
260,69
260,47
261,128
261,22
261,10
261,48
261,56
261,160
261,152
261,79
261,3
261,98
261,108
261,35
261,157
261,13
261,36
261,5
261,37
261,60
261,77
261,109
261,19
261,130
261,156
261,66
262,68
262,119
262,29
262,157
262,13
262,51
262,19
262,73
262,100
262,31
263,0
263,56
263,60
263,17
263,102
263,127
263,20
264,74
264,32
264,93
264,88
264,35
264,161
264,69
265,128
265,22
265,48
265,56
265,23
265,49
265,50
265,81
265,60
265,101
265,63
265,66
265,53
266,0
266,74
266,71
266,40
266,10
266,30
266,95
266,3
266,108
266,4
266,115
266,59
266,24
266,69
266,116
266,117
266,62
266,37
266,147
266,70
266,111
266,44
266,45
266,7
266,133
266,156
266,66
266,114
266,47
266,53
267,155
267,98
267,49
267,16
267,37
267,60
267,90
267,47
267,53
268,68
268,40
268,23
268,54
268,49
268,35
268,13
268,15
268,81
268,20
268,94
268,47
268,21
268,53
269,40
269,136
269,86
269,87
269,147
269,60
269,17
269,112
270,151
270,30
270,157
270,59
270,69
270,62
270,60
270,19
270,125
271,32
271,56
271,23
271,108
271,49
271,60
271,102
271,63
271,92
271,123
271,100
272,41
272,19
272,39
272,146
272,66
273,106
273,9
273,32
273,11
273,95
273,134
273,97
273,98
273,108
273,14
273,24
273,111
273,112
273,18
273,103
273,105
273,90
273,20
273,156
273,66
274,110
274,23
274,35
274,58
274,101
274,102
274,38
274,63
274,18
275,68
275,88
275,36
275,15
275,70
275,103
275,52
275,90
275,47
276,0
276,91
276,11
276,23
276,12
276,54
276,3
276,108
276,24
276,147
276,102
276,63
276,18
276,51
276,127
276,133
276,65
276,66
276,47
276,21
276,53
277,35
277,115
277,81
277,117
277,5
277,37
277,77
277,112
277,18
277,82
277,133
277,20
277,66
277,53
278,74
278,48
278,2
278,134
278,98
278,89
278,129
278,35
278,15
278,69
278,70
278,111
278,6
278,112
278,38
278,103
278,105
278,90
278,21
279,50
279,115
279,24
279,69
279,5
279,77
279,17
279,39
279,47
280,75
280,48
280,98
280,36
280,112
280,52
281,56
281,23
281,79
281,108
281,49
281,13
281,50
281,15
281,81
281,116
281,37
281,63
281,52
281,66
281,47
281,53
282,68
282,75
282,2
282,98
282,36
282,15
282,103
282,82
282,47
283,9
283,68
283,108
283,81
283,103
283,51
284,126
284,33
284,10
284,48
284,30
284,141
284,15
284,19
284,39
285,32
285,2
285,129
285,69
285,112
285,19
286,22
286,23
286,49
286,35
286,76
286,81
286,99
286,111
286,51
286,52
286,66
286,47
287,34
287,98
287,129
287,49
287,77
287,31
287,53
288,67
288,110
288,57
288,79
288,98
288,108
288,49
288,61
288,161
288,37
288,45
288,103
288,127
288,82
288,96
288,66
289,74
289,138
289,5
289,103
289,104
290,9
290,74
290,84
290,23
290,54
290,3
290,85
290,115
290,62
290,43
290,5
290,147
290,101
290,64
290,46
291,34
291,10
291,35
291,111
291,51
291,19
291,66
291,47
292,71
292,57
292,108
292,69
292,55
292,96
293,128
293,32
293,22
293,142
293,10
293,57
293,153
293,54
293,49
293,36
293,117
293,18
293,51
293,90
294,9
294,32
294,10
294,30
294,152
294,37
294,17
294,51
294,52
294,127
294,19
294,20
294,27
294,47
295,67
295,75
295,95
295,98
295,124
295,103
295,82
296,79
296,129
296,49
296,37
296,25
296,20
296,130
296,66
297,44
297,63
297,103
297,19
297,64
297,20
297,156
298,34
298,56
298,88
298,98
298,108
298,141
298,45
298,103
298,66
299,0
299,75
299,48
299,132
299,41
299,15
299,69
299,60
299,77
299,55
299,64
299,39
300,119
300,71
300,23
300,49
300,13
300,116
300,82
300,66
300,94
300,47
300,53
301,32
301,34
301,2
301,97
301,35
301,102
302,128
302,131
302,30
302,50
302,112
302,55
302,51
302,20
302,47
302,21
303,106
303,68
303,78
303,71
303,40
303,1
303,2
303,98
303,49
303,35
303,13
303,81
303,5
303,102
303,38
303,63
303,96
304,67
304,9
304,71
304,102
304,109
304,133
304,130
304,21
304,53
305,93
305,23
305,88
305,98
305,36
305,15
305,124
305,52
305,90
305,47
306,71
306,35
306,24
306,69
306,60
306,77
306,101
306,127
306,19
306,39
306,96
306,53
307,67
307,97
307,4
307,14
307,5
307,17
307,7
307,18
307,8
307,130
308,110
308,49
308,85
308,115
308,99
308,101
308,66
309,107
309,108
309,49
309,35
309,58
309,77
309,102
309,38
309,63
309,18
309,90
309,20
310,32
310,71
310,40
310,48
310,132
310,157
310,36
310,15
310,60
310,55
310,19
310,65
310,27
310,47
311,34
311,23
311,79
311,97
311,129
311,60
311,17
311,150
311,82
311,20
311,123
311,94
312,22
312,88
312,36
312,15
312,69
312,116
312,102
312,52
312,19
312,20
312,66
312,21
313,108
313,141
313,70
313,51
313,133
314,9
314,74
314,32
314,78
314,91
314,79
314,4
314,49
314,18
314,105
314,159
315,0
315,74
315,119
315,71
315,160
315,23
315,98
315,4
315,24
315,87
315,101
315,25
315,111
315,7
315,113
315,46
315,114
316,110
316,56
316,23
316,49
316,50
316,81
316,101
316,102
316,66
317,32
317,40
317,34
317,56
317,54
317,76
317,81
317,37
317,17
317,18
317,20
318,106
318,110
318,80
318,35
318,77
318,70
318,102
318,38
318,73
318,143
319,74
319,23
319,3
319,98
319,70
319,38
319,7
319,90
320,68
320,22
320,56
320,23
320,3
320,108
320,49
320,35
320,36
320,99
320,102
320,63
320,19
320,66
320,47
320,53
321,128
321,22
321,69
321,116
321,62
321,60
321,101
321,38
321,47
