,user,items,ratings
605,58,34,1
606,58,38,1
607,58,43,1
608,58,44,1
609,58,45,1
610,58,49,1
611,58,50,1
612,58,51,1
613,58,55,1
614,58,58,1
615,58,61,1
616,58,63,1
617,58,68,1
618,58,69,1
619,58,70,1
620,58,71,1
621,58,72,1
622,59,14,1
623,59,24,1
624,59,49,1
625,59,50,1
626,59,56,1
627,59,57,1
628,59,71,1
629,60,3,1
630,60,8,1
631,60,9,1
632,60,17,1
633,60,24,1
634,60,48,1
635,60,54,1
636,60,55,1
637,60,57,1
638,60,59,1
639,60,63,1
640,61,2,1
641,61,21,1
642,61,24,1
643,61,26,1
644,61,31,1
645,61,32,1
646,61,40,1
647,61,44,1
648,61,61,1
649,62,1,1
650,62,3,1
651,62,8,1
652,62,9,1
653,62,10,1
654,62,18,1
655,62,20,1
656,62,29,1
657,62,30,1
658,62,32,1
659,62,35,1
660,62,36,1
661,62,41,1
662,62,42,1
663,62,43,1
664,62,45,1
665,62,48,1
666,62,50,1
667,62,53,1
668,62,57,1
669,62,59,1
670,62,63,1
671,62,66,1
672,62,70,1
673,62,71,1
674,63,14,1
675,63,20,1
676,63,23,1
677,63,24,1
678,63,32,1
679,63,50,1
680,63,57,1
681,63,69,1
682,64,10,1
683,64,27,1
684,64,42,1
685,64,45,1
686,64,48,1
687,64,59,1
688,64,63,1
689,64,67,1
690,64,70,1
691,64,71,1
692,65,7,1
693,65,9,1
694,65,10,1
695,65,11,1
696,65,13,1
697,65,24,1
698,65,43,1
699,65,46,1
700,65,63,1
701,65,69,1
702,66,1,1
703,66,6,1
704,66,8,1
705,66,10,1
706,66,20,1
707,66,27,1
708,66,36,1
709,66,50,1
710,66,66,1
711,66,70,1
712,67,22,1
713,67,39,1
714,67,41,1
715,67,45,1
716,67,51,1
717,67,68,1
718,67,71,1
719,68,4,1
720,68,14,1
721,68,18,1
722,68,24,1
723,68,38,1
724,68,51,1
725,68,57,1
726,69,0,1
727,69,3,1
728,69,4,1
729,69,8,1
730,69,9,1
731,69,11,1
732,69,23,1
733,69,27,1
734,69,30,1
735,69,33,1
736,69,41,1
737,69,43,1
738,69,48,1
739,69,56,1
740,69,62,1
741,69,63,1
742,69,65,1
743,69,72,1
744,70,8,1
745,70,12,1
746,70,25,1
747,70,31,1
748,70,46,1
749,70,50,1
750,70,62,1
751,71,3,1
752,71,11,1
753,71,34,1
754,71,37,1
755,71,49,1
756,71,52,1
757,71,58,1
758,71,72,1
759,72,3,1
760,72,6,1
761,72,8,1
762,72,10,1
763,72,26,1
764,72,41,1
765,72,50,1
766,72,56,1
767,72,63,1
768,73,4,1
769,73,23,1
770,73,26,1
771,73,41,1
772,73,42,1
773,73,50,1
774,73,62,1
775,73,65,1
776,74,2,1
777,74,7,1
778,74,10,1
779,74,11,1
780,74,16,1
781,74,30,1
782,74,32,1
783,74,39,1
784,74,41,1
785,74,49,1
786,74,52,1
787,74,58,1
788,74,60,1
789,74,72,1
790,75,3,1
791,75,11,1
792,75,14,1
793,75,18,1
794,75,20,1
795,75,50,1
796,75,56,1
797,75,72,1
798,76,0,1
799,76,1,1
800,76,3,1
801,76,5,1
802,76,6,1
803,76,7,1
804,76,8,1
805,76,9,1
806,76,11,1
807,76,13,1
808,76,14,1
809,76,18,1
810,76,19,1
811,76,20,1
812,76,24,1
813,76,25,1
814,76,26,1
815,76,27,1
816,76,30,1
817,76,31,1
818,76,32,1
819,76,33,1
820,76,34,1
821,76,38,1
822,76,39,1
823,76,41,1
824,76,43,1
825,76,44,1
826,76,45,1
827,76,46,1
828,76,48,1
829,76,49,1
830,76,50,1
831,76,51,1
832,76,52,1
833,76,54,1
834,76,55,1
835,76,56,1
836,76,57,1
837,76,59,1
838,76,61,1
839,76,62,1
840,76,63,1
841,76,64,1
842,76,65,1
843,76,66,1
844,76,67,1
845,76,68,1
846,76,69,1
847,76,70,1
848,76,71,1
849,76,72,1
850,77,23,1
851,77,38,1
852,77,41,1
853,77,46,1
854,77,51,1
855,77,56,1
856,77,63,1
857,77,71,1
858,78,9,1
859,78,10,1
860,78,11,1
861,78,18,1
862,78,35,1
863,78,50,1
864,78,60,1
865,78,62,1
866,78,64,1
867,79,9,1
868,79,29,1
869,79,32,1
870,79,34,1
871,79,41,1
872,79,42,1
873,79,43,1
874,79,46,1
875,79,48,1
876,79,51,1
877,79,56,1
878,79,61,1
879,79,63,1
880,79,67,1
881,79,71,1
882,80,8,1
883,80,15,1
884,80,25,1
885,80,35,1
886,80,57,1
887,80,70,1
888,80,71,1
889,81,0,1
890,81,1,1
891,81,6,1
892,81,19,1
893,81,38,1
894,81,52,1
895,81,55,1
896,81,58,1
897,81,61,1
898,81,69,1
899,82,9,1
900,82,16,1
901,82,21,1
902,82,25,1
903,82,52,1
904,82,60,1
905,82,68,1
906,83,3,1
907,83,6,1
908,83,13,1
909,83,14,1
910,83,34,1
911,83,38,1
912,83,65,1
913,84,11,1
914,84,21,1
915,84,25,1
916,84,52,1
917,84,55,1
918,84,56,1
919,84,58,1
920,85,25,1
921,85,27,1
922,85,31,1
923,85,45,1
924,85,51,1
925,85,58,1
926,85,61,1
927,85,67,1
928,85,69,1
929,86,7,1
930,86,8,1
931,86,10,1
932,86,12,1
933,86,18,1
934,86,24,1
935,86,25,1
936,86,32,1
937,86,34,1
938,86,35,1
939,86,38,1
940,86,51,1
941,86,57,1
942,86,61,1
943,86,62,1
944,86,63,1
945,86,72,1
946,87,1,1
947,87,10,1
948,87,13,1
949,87,23,1
950,87,41,1
951,87,50,1
952,87,56,1
953,87,71,1
954,88,2,1
955,88,3,1
956,88,6,1
957,88,9,1
958,88,34,1
959,88,38,1
960,88,43,1
961,88,45,1
962,88,48,1
963,88,51,1
964,88,61,1
965,88,69,1
966,88,72,1
967,89,7,1
968,89,9,1
969,89,14,1
970,89,15,1
971,89,21,1
972,89,22,1
973,89,28,1
974,89,32,1
975,90,1,1
976,90,4,1
977,90,20,1
978,90,23,1
979,90,34,1
980,90,35,1
981,90,36,1
982,90,39,1
983,90,40,1
984,90,41,1
985,90,42,1
986,90,46,1
987,90,48,1
988,90,50,1
989,90,51,1
990,90,59,1
991,90,61,1
992,90,63,1
993,90,70,1
994,90,71,1
995,91,1,1
996,91,7,1
997,91,14,1
998,91,16,1
999,91,24,1
1000,91,48,1
1001,91,50,1
1002,91,71,1
1003,92,11,1
1004,92,15,1
1005,92,19,1
1006,92,39,1
1007,92,45,1
1008,92,49,1
1009,92,51,1
1010,92,61,1
1011,92,72,1
1012,93,4,1
1013,93,10,1
1014,93,18,1
1015,93,32,1
1016,93,50,1
1017,93,69,1
1018,93,70,1
1019,94,16,1
1020,94,21,1
1021,94,22,1
1022,94,28,1
1023,94,44,1
1024,94,60,1
1025,94,68,1
1026,95,0,1
1027,95,9,1
1028,95,38,1
1029,95,55,1
1030,95,62,1
1031,95,66,1
1032,95,71,1
1033,96,8,1
1034,96,10,1
1035,96,19,1
1036,96,32,1
1037,96,34,1
1038,96,41,1
1039,96,48,1
1040,96,50,1
1041,96,54,1
1042,96,61,1
1043,96,65,1
1044,97,3,1
1045,97,10,1
1046,97,15,1
1047,97,16,1
1048,97,32,1
1049,97,40,1
1050,97,43,1
1051,97,55,1
1052,97,68,1
1053,98,0,1
1054,98,3,1
1055,98,8,1
1056,98,14,1
1057,98,38,1
1058,98,54,1
1059,98,55,1
1060,98,66,1
1061,98,67,1
1062,98,68,1
1063,98,72,1
1064,99,26,1
1065,99,32,1
1066,99,34,1
1067,99,39,1
1068,99,41,1
1069,99,45,1
1070,99,48,1
1071,99,50,1
